cupping_id,total_cup_points,grading_date,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,category_two_defects
0743,82.25,2013-12-26,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,0.11,0,0,0
0744,82.25,2013-07-19,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,0.12,0,0,4
0745,82.25,,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,0,0,0,1
0746,82.25,2012-09-27,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,0.16,3,0,8
0747,82.25,2012-09-19,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,0.11,0,0,2
0748,82.25,2012-08-31,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,0.13,0,0,3
0749,82.25,2012-08-30,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,0.12,0,0,13
0750,82.25,2012-08-21,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,0,2,0,5
0751,82.25,2012-07-11,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,0.11,0,0,0
0752,82.25,,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,0.1,0,0,3
0753,82.25,,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,0.12,0,0,1
0754,82.25,2012-02-09,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,0.11,0,0,0
0755,82.25,,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,0.12,0,0,1
0756,82.25,2011-03-01,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,0.22,0,0,2
0757,82.17,2016-08-16,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,0.11,0,1,5
0758,82.17,2016-06-09,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,0.11,0,1,2
0759,82.17,2016-03-15,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,0.1,0,0,1
0760,82.17,2015-11-16,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,0.13,1,0,6
0761,82.17,2015-10-20,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,0.12,0,0,1
0762,82.17,2015-10-08,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,0,0,0,1
0763,82.17,2015-06-09,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,0.12,0,0,0
0764,82.17,2015-04-15,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,0.11,0,0,2
0765,82.17,2015-03-21,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,0.09,0,0,4
0766,82.17,2015-01-15,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,0.12,0,0,1
0767,82.17,2014-12-15,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,0.12,0,0,1
0768,82.17,2014-07-15,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,0.12,0,0,0
0769,82.17,2014-04-10,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,0.1,1,0,1
0770,82.17,2013-12-26,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,0.11,0,0,0
0771,82.17,2013-05-29,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,0,0,0,0
0772,82.17,2013-03-20,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,0,0,0,1
0773,82.17,2012-09-27,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,0.15,1,0,9
0774,82.17,,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,0.12,0,0,2
0775,82.17,2012-07-11,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,0.12,0,0,4
0776,82.17,,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,0.1,0,0,1
0777,82.17,2011-02-09,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,0.08,0,0,0
0778,82.08,,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,0.15,0,0,3
0779,82.08,2017-02-20,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,0,0,7,6
0780,82.08,2016-08-16,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,0.11,0,1,3
0781,82.08,2015-10-08,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,0,0,0,1
0782,82.08,2015-04-10,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,0,0,0,0
0783,82.08,2015-03-25,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,0.12,0,0,5
0784,82.08,2015-01-08,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,0.12,0,0,3
0785,82.08,2014-09-12,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,0.11,1,0,0
0786,82.08,2014-03-21,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,0.11,0,0,2
0787,82.08,2012-11-26,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,0.11,0,0,0
0788,82.08,2012-09-10,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,0.13,0,0,7
0789,82.08,2012-08-30,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,0.13,3,0,13
0790,82.08,2012-07-26,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,0.11,0,0,11
0791,82.08,,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,0.12,0,0,2
0792,82.08,2012-07-11,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,0.11,0,0,1
0793,82.08,,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,0.1,0,0,2
0794,82.08,2011-04-18,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,0.08,1,0,5
0795,82,2017-06-01,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,0.12,0,0,1
0796,82,2017-04-06,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,0.1,0,1,7
0797,82,2016-08-16,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,0.11,0,2,3
0798,82,2015-11-16,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,0.13,0,0,20
0799,82,2015-11-05,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,0.12,0,0,0
0800,82,2014-12-18,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,0.12,0,0,3
0801,82,2014-10-31,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,0.13,0,0,1
0802,82,,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,0.09,0,0,0
0803,82,2014-06-20,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,0.11,0,0,0
0804,82,2014-06-09,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,0.1,0,0,4
0805,82,2014-04-30,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,0.11,0,0,5
0806,82,2013-09-13,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,0.11,0,0,1
0807,82,,7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,0.12,0,0,0
0808,82,2013-05-21,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,0.11,0,0,0
0809,82,2012-07-11,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,0.12,0,0,1
0810,82,2012-06-04,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,0.12,0,0,1
0811,82,2012-04-11,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,0.11,0,0,1
0812,82,2012-03-26,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,0.11,0,0,3
0813,82,2012-02-17,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,0.12,0,0,2
0814,82,2012-02-01,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,0,0,0,10
0815,82,2011-07-29,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,0.07,0,0,2
0816,81.92,,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,0.1,0,0,1
0817,81.92,,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,0.11,0,2,0
0818,81.92,2017-06-01,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,0.12,0,0,1
0819,81.92,2016-10-26,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,0.11,0,0,4
0820,81.92,2015-05-05,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,0.11,0,0,2
0821,81.92,2015-04-20,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,0.11,0,0,7
0822,81.92,2015-01-06,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,0.12,0,0,4
0823,81.92,2014-07-29,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,0.12,3,0,4
0824,81.92,2014-06-20,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,0,1,0,3
0825,81.92,2014-01-17,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,0.11,0,0,0
0826,81.92,2013-12-26,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,0.11,0,0,0
0827,81.92,2013-03-29,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,0.12,0,0,6
0828,81.92,2012-09-27,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,0.13,2,0,7
0829,81.92,2012-09-27,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,0.14,2,0,8
0830,81.92,2012-07-11,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,0.12,0,0,4
0831,81.92,2012-07-11,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,0.12,0,0,0
0832,81.92,2012-02-29,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,0.12,0,0,3
0833,81.92,2011-02-01,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,0.09,0,0,1
0834,81.83,,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,0.1,1,0,1
0835,81.83,2017-02-13,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,0,1,0,4
0836,81.83,2017-01-20,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,0.11,0,1,3
0837,81.83,2017-01-19,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,0.11,0,1,0
0838,81.83,,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,0.1,2,0,6
0839,81.83,2015-10-08,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,0,0,0,1
0840,81.83,2015-10-08,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,0,0,0,0
0841,81.83,2015-07-17,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,0,0,0,2
0842,81.83,2015-06-25,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,0.11,0,0,7
0843,81.83,2015-05-12,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,0.12,0,0,1
0844,81.83,2015-05-07,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,0.09,0,0,0
0845,81.83,2015-04-30,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,0,0,0,0
0846,81.83,2015-03-21,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,0.11,2,0,6
0847,81.83,2014-10-31,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,0.13,0,0,0
0848,81.83,2014-10-15,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,0.11,0,0,0
0849,81.83,2014-05-16,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,0.1,0,0,4
0850,81.83,2014-04-26,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,0.11,0,0,0
0851,81.83,2013-07-19,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,0,2,0,0
0852,81.83,2013-03-06,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,0,1,0,1
0853,81.83,,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,0.12,0,0,0
0854,81.83,2013-02-26,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,0.11,0,0,1
0855,81.83,2012-08-31,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,0.12,0,0,2
0856,81.83,2012-07-11,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,0.12,0,0,10
0857,81.83,2011-10-28,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,0.02,0,0,2
0858,81.83,2011-06-14,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,0.05,0,0,0
0859,81.83,2010-05-24,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,0.02,3,0,12
0860,81.75,,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,0.11,0,1,1
0861,81.75,2015-12-21,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,0.12,0,0,0
0862,81.75,2015-01-08,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,0.12,0,0,4
0863,81.75,2014-08-25,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,0.1,0,0,1
0864,81.75,2012-09-27,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,0.13,2,0,9
0865,81.75,2012-09-10,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,0.13,0,0,23
0866,81.75,2012-09-04,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,0.11,0,0,1
0867,81.75,2012-08-30,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,0.12,10,0,14
0868,81.75,2012-06-06,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,0.12,0,0,1
0869,81.75,,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,0,0,0,1
0870,81.75,2011-10-04,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,0.08,0,0,0
0871,81.67,2017-10-20,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,0.11,0,0,5
0872,81.67,,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,0.1,0,0,1
0873,81.67,2017-06-05,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,0.12,0,1,3
0874,81.67,,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,0.11,0,0,2
0875,81.67,2016-04-27,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,0,0,0,1
0876,81.67,2016-03-11,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,0.1,0,0,1
0877,81.67,2016-01-21,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,0,0,1,1
0878,81.67,2015-10-08,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,0,0,0,0
0879,81.67,,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,0.12,0,0,0
0880,81.67,2014-12-15,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,0.12,0,0,7
0881,81.67,2014-10-16,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,0.1,0,0,2
0882,81.67,,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,0.11,0,0,0
0883,81.67,2014-05-16,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,0.1,0,0,5
0884,81.67,2014-04-26,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,0.11,0,0,3
0885,81.67,,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,0,0,0,4
0886,81.67,2013-12-26,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,0.11,0,0,0
0887,81.67,2013-12-26,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,0.11,0,0,0
0888,81.67,2013-03-29,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,0.12,0,0,6
0889,81.67,2012-10-05,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,0.11,0,0,4
0890,81.67,2012-09-11,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,0.13,1,0,13
0891,81.67,2012-08-30,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,0.11,0,0,4
0892,81.67,2012-07-27,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,0.11,0,0,2
0893,81.67,,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,0.11,0,0,2
0894,81.67,2012-02-29,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,0.11,0,0,4
0895,81.67,2012-02-08,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,0.1,1,0,1
0896,81.58,2018-01-19,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,0.11,0,1,3
0897,81.58,2017-06-01,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,0.12,0,0,0
0898,81.58,2016-07-15,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,0.1,0,0,0
0899,81.58,,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,0.12,0,0,1
0900,81.58,2014-12-18,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,0.12,0,0,5
0901,81.58,2014-10-31,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,0.13,0,0,0
0902,81.58,2014-08-25,7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,0,0,0,0
0903,81.58,2013-11-06,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,0.12,0,0,3
0904,81.58,2013-07-16,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,0.12,0,0,1
0905,81.58,2013-03-29,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,0.12,0,0,9
0906,81.58,2012-06-06,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,0.11,0,0,0
0907,81.58,2012-06-06,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,0.11,0,0,2
0908,81.58,2011-11-16,7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,0.01,0,0,0
0909,81.58,2011-08-16,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,0.2,0,0,0
0910,81.58,2011-06-14,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,0,0,0,1
0911,81.5,,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,0.1,0,0,0
0912,81.5,2017-06-20,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,0.11,0,0,3
0913,81.5,,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,0.1,0,0,5
0914,81.5,2017-06-01,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,0.12,0,0,0
0915,81.5,2015-09-17,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,0.12,0,0,2
0916,81.5,2015-07-17,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,0,0,0,4
0917,81.5,2015-01-07,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,0.12,1,0,2
0918,81.5,2014-11-04,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,0.12,0,0,0
0919,81.5,,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,0.12,0,0,0
0920,81.5,2014-08-18,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,0.11,0,0,0
0921,81.5,2014-07-29,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,0,1,0,1
0922,81.5,2014-05-05,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,0.11,0,0,0
0923,81.5,2013-12-26,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,0.11,0,0,0
0924,81.5,2013-03-11,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,0.13,0,0,2
0925,81.5,2012-08-30,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,0.12,0,0,5
0926,81.5,2012-08-29,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,0.12,0,0,10
0927,81.5,2012-08-01,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,0.11,0,0,6
0928,81.5,2012-07-26,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,0.13,0,0,5
0929,81.5,2012-07-26,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,0.11,0,0,3
0930,81.5,2012-05-24,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,0.12,0,0,0
0931,81.5,2012-04-12,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,0.12,0,0,2
0932,81.5,2012-01-25,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,0.11,0,0,1
0933,81.5,2011-09-07,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,0.06,1,0,0
0934,81.5,2010-06-29,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,0,0,0,17
0935,81.42,2017-05-12,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,0.12,1,5,17
0936,81.42,2016-03-17,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,0.1,0,0,0
0937,81.42,,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,0.11,0,0,2
0938,81.42,2015-05-12,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,0.12,0,0,1
0939,81.42,,7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,0.12,0,0,0
0940,81.42,2014-11-04,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,0.12,0,0,0
0941,81.42,2014-10-17,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,0,0,0,0
0942,81.42,2014-05-26,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,0.1,0,0,6
0943,81.42,2014-05-01,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,0,1,0,1
0944,81.42,2014-02-27,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,0.1,1,0,5
0945,81.42,2013-10-07,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,0.12,0,0,4
0946,81.42,2012-09-27,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,0.13,1,0,8
0947,81.42,2012-06-06,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,0.13,0,0,1
0948,81.42,2011-11-11,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,0.11,0,0,0
0949,81.42,,7.75,7.33,7.42,7,7.33,7.25,10,10,10,7.33,0.16,0,0,2
0950,81.42,2010-05-24,7.83,7,7,7.58,7.58,7.5,10,10,10,6.92,0.01,0,0,10
0951,81.33,2016-11-08,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,0,0,0,0
0952,81.33,2016-06-09,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,0.11,0,2,3
0953,81.33,2016-02-25,7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,0.12,0,2,0
0954,81.33,2015-11-20,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,0.11,0,0,14
0955,81.33,,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,0.09,0,0,4
0956,81.33,2014-12-16,7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,0.12,0,0,6
0957,81.33,2014-11-13,7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,0.14,0,0,3
0958,81.33,2014-11-04,7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,0.13,0,0,1
0959,81.33,,7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,0.12,0,0,3
0960,81.33,2012-08-30,7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,0.13,4,0,13
0961,81.33,2012-07-11,7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,7.25,0.12,0,0,4
0962,81.33,2017-11-15,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,0.11,0,0,0
0963,81.25,2016-05-18,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10,10,5.25,0.12,0,0,0
0964,81.25,2015-10-08,7.17,7.42,7.17,7.08,6.92,8.17,10,10,10,7.33,0,0,0,1
0965,81.25,2015-07-06,7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,0.1,0,0,4
0966,81.25,2015-05-12,7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,0.12,0,0,1
0967,81.25,2015-03-21,7.33,7.42,7.17,7.25,7.42,7.33,10,10,10,7.33,0.09,0,0,2
0968,81.25,2014-12-17,7.33,7.17,7.17,7.5,7.25,7.42,10,10,10,7.42,0.13,0,0,5
0969,81.25,2013-12-26,7.5,7.5,7.25,7.25,7.25,7.25,10,10,10,7.25,0.11,0,0,0
0970,81.25,2013-03-04,7.5,7.33,7.5,7.58,7,7.25,10,10,10,7.08,0.11,0,0,4
0971,81.25,2012-07-26,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,7.5,0.12,0,0,1
0972,81.17,2017-03-08,7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,0.09,0,0,7
0973,81.17,2015-11-16,7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,0.12,0,0,2
0974,81.17,2015-06-25,7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,0.12,0,0,10
0975,81.17,,7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,0.11,0,0,0
0976,81.17,2015-03-11,7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,0.13,0,0,1
0977,81.17,2015-02-15,6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,0.12,0,0,0
0978,81.17,2015-01-08,7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,7.25,0,0,0,4
0979,81.17,2014-12-17,7.58,7.17,7.17,7.33,7.33,7.25,10,10,10,7.33,0.12,0,0,2
0980,81.17,2014-11-04,7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,7.25,0.12,0,0,12
0981,81.17,2014-05-09,7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,7.25,0.11,0,0,3
0982,81.17,2014-02-04,7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,7.17,0.11,0,0,3
0983,81.17,2012-08-30,7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,0.13,3,0,7
0984,81.17,2012-08-20,7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,7.25,0.12,0,0,4
0985,81.17,,7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,0.12,0,0,1
0986,81.17,,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10,7.75,0.04,3,0,0
0987,81.08,2017-07-14,7.42,7.33,7.17,7.33,7.42,7.17,10,10,10,7.25,0.11,0,0,1
